code	desc
380.50	Acquired stenosis of external ear canal, unspecified as to cause
198.1	Secondary malignant neoplasm of other urinary organs
362.29	Other nondiabetic proliferative retinopathy
808.43	Multiple closed pelvic fractures with disruption of pelvic circle
533.00	Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction
188.7	Malignant neoplasm of urachus
120.1	Schistosomiasis due to schistosoma mansoni
V09.91	Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance
821.23	Closed supracondylar fracture of femur
810.02	Closed fracture of shaft of clavicle
E852.8	Accidental poisoning by other specified sedatives and hypnotics
V56.2	Fitting and adjustment of peritoneal dialysis catheter
755.55	Acrocephalosyndactyly
780.01	Coma
438.12	Late effects of cerebrovascular disease, dysphasia
346.03	Migraine with aura, with intractable migraine, so stated, with status migrainosus
816.03	Closed fracture of multiple sites of phalanx or phalanges of hand
184.1	Malignant neoplasm of labia majora
112.81	Candidal endocarditis
V47.5	Other genital problems
355.2	Other lesion of femoral nerve
V43.66	Ankle joint replacement
038.12	Methicillin resistant Staphylococcus aureus septicemia
372.75	Conjunctival cysts
V60.81	Foster care (status)
E933.9	Unspecified systemic agent causing adverse effects in therapeutic use
088.0	Bartonellosis
535.70	Eosinophilic gastritis, without mention of hemorrhage
653.70	Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable
196.3	Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
V40.39	Other specified behavioral problem
686.8	Other specified local infections of skin and subcutaneous tissue
270.7	Other disturbances of straight-chain amino-acid metabolism
998.2	Accidental puncture or laceration during a procedure, not elsewhere classified
924.20	Contusion of foot
795.39	Other nonspecific positive culture findings
537.5	Gastroptosis
836.50	Dislocation of knee, unspecified, closed
E939.3	Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use
334.1	Hereditary spastic paraplegia
459.32	Chronic venous hypertension with inflammation
190.6	Malignant neoplasm of choroid
V64.1	Surgical or other procedure not carried out because of contraindication
573.1	Hepatitis in viral diseases classified elsewhere
143.8	Malignant neoplasm of other sites of gum
330.8	Other specified cerebral degenerations in childhood
288.63	Monocytosis (symptomatic)
756.71	Prune belly syndrome
637.80	Unspecified abortion, with unspecified complication, unspecified
996.68	Infection and inflammatory reaction due to peritoneal dialysis catheter
958.92	Traumatic compartment syndrome of lower extremity
743.66	Specified congenital anomalies of orbit
V58.72	Aftercare following surgery of the nervous system, NEC
V23.87	Pregnancy with inconclusive fetal viability
007.1	Giardiasis
823.92	Open fracture of unspecified part of fibula with tibia
007.4	Cryptosporidiosis
461.3	Acute sphenoidal sinusitis
647.13	Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
453.84	Acute venous embolism and thrombosis of axillary veins
712.35	Chondrocalcinosis, unspecified, pelvic region and thigh
385.33	Cholesteatoma of middle ear and mastoid
812.49	Other closed fracture of lower end of humerus
277.5	Mucopolysaccharidosis
805.06	Closed fracture of sixth cervical vertebra
719.58	Stiffness of joint, not elsewhere classified, other specified sites
380.89	Other disorders of external ear
814.02	Closed fracture of lunate [semilunar] bone of wrist
784.40	Voice and resonance disorder, unspecified
V72.19	Other examination of ears and hearing
304.50	Hallucinogen dependence, unspecified
943.09	Burn of unspecified degree of multiple sites of upper limb, except wrist and hand
277.01	Cystic fibrosis with meconium ileus
266.1	Vitamin B6 deficiency
230.6	Carcinoma in situ of anus, unspecified
741.93	Spina bifida without mention of hydrocephalus, lumbar region
V77.99	Screening for other and unspecified endocrine, nutritional, metabolic, and immunity disorders
711.80	Arthropathy associated with other infectious and parasitic diseases, site unspecified
301.13	Cyclothymic disorder
E870.0	Accidental cut, puncture, perforation or hemorrhage during surgical operation
904.1	Injury to superficial femoral artery
346.40	Menstrual migraine, without mention of intractable migraine without mention of status migrainosus
795.4	Other nonspecific abnormal histological findings
902.33	Injury to portal vein
558.3	Allergic gastroenteritis and colitis
969.3	Poisoning by other antipsychotics, neuroleptics, and major tranquilizers
371.22	Secondary corneal edema
370.8	Other forms of keratitis
V48.3	Mechanical and motor problems with neck and trunk
345.80	Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy
887.0	Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication
011.00	Tuberculosis of lung, infiltrative, unspecified
924.01	Contusion of hip
523.40	Chronic periodontitis, unspecified
696.5	Other and unspecified pityriasis
659.93	Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication
525.20	Unspecified atrophy of edentulous alveolar ridge
V78.2	Screening for sickle-cell disease or trait
344.09	Other quadriplegia
718.82	Other joint derangement, not elsewhere classified, upper arm
707.24	Pressure ulcer, stage IV
E929.0	Late effects of motor vehicle accident
766.21	Post-term infant
805.03	Closed fracture of third cervical vertebra
712.36	Chondrocalcinosis, unspecified, lower leg
018.00	Acute miliary tuberculosis, unspecified
652.93	Unspecified malposition or malpresentation, antepartum condition or complication
756.6	Anomalies of diaphragm
576.5	Spasm of sphincter of Oddi
254.9	Unspecified disease of thymus gland
861.21	Contusion of lung without mention of open wound into thorax
762.8	Other specified abnormalities of chorion and amnion affecting fetus or newborn
594.2	Calculus in urethra
301.6	Dependent personality disorder
301.82	Avoidant personality disorder
854.06	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration
651.93	Unspecified multiple gestation, antepartum condition or complication
038.40	Septicemia due to gram-negative organism, unspecified
202.20	Sezary's disease, unspecified site, extranodal and solid organ sites
666.00	Third-stage postpartum hemorrhage, unspecified as to episode of care or not applicable
933.0	Foreign body in pharynx
737.39	Other kyphoscoliosis and scoliosis
641.21	Premature separation of placenta, delivered, with or without mention of antepartum condition
665.24	Inversion of uterus, postpartum condition or complication
850.0	Concussion with no loss of consciousness
V85.43	Body Mass Index 50.0-59.9, adult
346.80	Other forms of migraine, without mention of intractable migraine without mention of status migrainosus
366.04	Nuclear cataract
813.43	Closed fracture of distal end of ulna (alone)
582.2	Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis
V91.11	Triplet gestation, with two or more monochorionic fetuses
E858.9	Accidental poisoning by unspecified drug
041.85	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
358.8	Other specified myoneural disorders
860.1	Traumatic pneumothorax with open wound into thorax
417.1	Aneurysm of pulmonary artery
871.4	Unspecified laceration of eye
356.2	Hereditary sensory neuropathy
263.1	Malnutrition of mild degree
041.3	Friedlnder's bacillus infection in conditions classified elsewhere and of unspecified site
614.0	Acute salpingitis and oophoritis
339.44	Other complicated headache syndrome
661.33	Precipitate labor, antepartum condition or complication
802.5	Open fracture of malar and maxillary bones
370.40	Keratoconjunctivitis, unspecified
277.86	Peroxisomal disorders
339.42	New daily persistent headache
227.5	Benign neoplasm of carotid body
737.42	Lordosis associated with other conditions
975.3	Poisoning by other and unspecified drugs acting on muscles
808.3	Open fracture of pubis
906.1	Late effect of open wound of extremities without mention of tendon injury
637.00	Unspecified abortion, complicated by genital tract and pelvic infection, unspecified
730.24	Unspecified osteomyelitis, hand
372.39	Other conjunctivitis
813.11	Open fracture of olecranon process of ulna
300.09	Other anxiety states
389.11	Sensory hearing loss, bilateral
360.63	Foreign body in lens
374.01	Senile entropion
880.19	Open wound of multiple sites of shoulder and upper arm, complicated
444.01	Saddle embolus of abdominal aorta
066.42	West Nile Fever with other neurologic manifestation
617.1	Endometriosis of ovary
E942.2	Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use
839.06	Closed dislocation, sixth cervical vertebra
910.7	Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound, infected
381.10	Chronic serous otitis media, simple or unspecified
302.85	Gender identity disorder in adolescents or adults
806.00	Closed fracture of C1-C4 level with unspecified spinal cord injury
147.1	Malignant neoplasm of posterior wall of nasopharynx
718.08	Articular cartilage disorder, other specified sites
756.72	Omphalocele
726.79	Other enthesopathy of ankle and tarsus
732.7	Osteochondritis dissecans
747.22	Atresia and stenosis of aorta
916.3	Blister of hip, thigh, leg, and ankle, infected
282.47	Hemoglobin E-beta thalassemia
366.53	After-cataract, obscuring vision
453.3	Other venous embolism and thrombosis of renal vein
529.0	Glossitis
744.3	Unspecified anomaly of ear
870.0	Laceration of skin of eyelid and periocular area
365.62	Glaucoma associated with ocular inflammations
V16.51	Family history of malignant neoplasm of kidney
219.1	Benign neoplasm of corpus uteri
255.42	Mineralocorticoid deficiency
998.81	Emphysema (subcutaneous) (surgical) resulting from procedure
249.41	Secondary diabetes mellitus with renal manifestations, uncontrolled
055.9	Measles without mention of complication
924.10	Contusion of lower leg
730.78	Osteopathy resulting from poliomyelitis, other specified sites
721.7	Traumatic spondylopathy
996.65	Infection and inflammatory reaction due to other genitourinary device, implant, and graft
604.0	Orchitis, epididymitis, and epididymo-orchitis, with abscess
766.22	Prolonged gestation of infant
374.04	Cicatricial entropion
362.42	Serous detachment of retinal pigment epithelium
495.2	Bird-fanciers' lung
517.2	Lung involvement in systemic sclerosis
E934.2	Anticoagulants causing adverse effects in therapeutic use
016.90	Genitourinary tuberculosis, unspecified, unspecified
202.82	Other malignant lymphomas, intrathoracic lymph nodes
753.22	Congenital obstruction of ureterovesical junction
346.51	Persistent migraine aura without cerebral infarction, with intractable migraine, so stated, without mention of status migrainosus
738.5	Other acquired deformity of back or spine
301.12	Chronic depressive personality disorder
V76.42	Screening for malignant neoplasms of oral cavity
372.61	Granuloma of conjunctiva
V85.34	Body Mass Index 34.0-34.9, adult
327.39	Other circadian rhythm sleep disorder
238.8	Neoplasm of uncertain behavior of other specified sites
948.11	Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%
304.11	Sedative, hypnotic or anxiolytic dependence, continuous
379.03	Anterior scleritis
799.1	Respiratory arrest
E968.7	Assault by human bite
205.12	Chronic myeloid leukemia, in relapse
873.50	Open wound of face, unspecified site, complicated
998.6	Persistent postoperative fistula
V10.07	Personal history of malignant neoplasm of liver
038.0	Streptococcal septicemia
799.21	Nervousness
E876.9	Unspecified misadventure during medical care
728.5	Hypermobility syndrome
756.89	Other specified anomalies of muscle, tendon, fascia, and connective tissue
376.33	Orbital edema or congestion
V85.45	Body Mass Index 70 and over, adult
663.63	Vascular lesions of cord complicating labor and delivery, antepartum condition or complication
269.3	Mineral deficiency, not elsewhere classified
139.8	Late effects of other and unspecified infectious and parasitic diseases
V24.1	Postpartum care and examination of lactating mother
374.33	Mechanical ptosis
690.11	Seborrhea capitis
732.2	Nontraumatic slipped upper femoral epiphysis
832.00	Closed dislocation of elbow, unspecified
V33.00	Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered without mention of cesarean section
235.7	Neoplasm of uncertain behavior of trachea, bronchus, and lung
852.06	Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration
669.80	Other complications of labor and delivery, unspecified as to episode of care or not applicable
649.31	Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
279.05	Immunodeficiency with increased IgM
V45.52	Presence of subdermal contraceptive implant
801.41	Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness
379.27	Vitreomacular adhesion
202.96	Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes
E873.8	Other specified failure in dosage
388.12	Noise-induced hearing loss
365.71	Mild stage glaucoma
209.34	Merkel cell carcinoma of the lower limb
365.22	Acute angle-closure glaucoma
983.9	Toxic effect of caustic, unspecified
E980.6	Poisoning by corrosive and caustic substances, undetermined whether accidentally or purposely inflicted
787.62	Fecal smearing
647.23	Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
805.3	Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
296.14	Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior
V59.70	Egg (oocyte) (ovum) donor, unspecified
368.41	Scotoma involving central area
617.4	Endometriosis of rectovaginal septum and vagina
342.92	Hemiplegia, unspecified, affecting nondominant side
877.1	Open wound of buttock, complicated
788.65	Straining on urination
838.09	Closed dislocation of foot, other
756.13	Absence of vertebra, congenital
625.2	Mittelschmerz
825.29	Other closed fracture of tarsal and metatarsal bones
727.68	Nontraumatic rupture of other tendons of foot and ankle
652.11	Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition
504	Pneumonopathy due to inhalation of other dust
647.00	Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable
602.3	Dysplasia of prostate
209.31	Merkel cell carcinoma of the face
440.31	Atherosclerosis of autologous vein bypass graft of the extremities
173.49	Other specified malignant neoplasm of scalp and skin of neck
451.82	Phlebitis and thrombophlebitis of superficial veins of upper extremities
642.21	Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition
077.1	Epidemic keratoconjunctivitis
333.72	Acute dystonia due to drugs
V03.89	Other specified vaccination
054.11	Herpetic vulvovaginitis
284.12	Other drug-induced pancytopenia
480.8	Pneumonia due to other virus not elsewhere classified
E950.5	Suicide and self-inflicted poisoning by unspecified drug or medicinal substance
656.61	Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition
756.53	Osteopoikilosis
719.86	Other specified disorders of joint, lower leg
E882	Accidental fall from or out of building or other structure
730.06	Acute osteomyelitis, lower leg
951.4	Injury to facial nerve
880.00	Open wound of shoulder region, without mention of complication
765.12	Other preterm infants, 500-749 grams
765.23	25-26 completed weeks of gestation
320.1	Pneumococcal meningitis
743.37	Congenital ectopic lens
924.8	Contusion of multiple sites, not elsewhere classified
756.3	Other anomalies of ribs and sternum
842.19	Other sprains and strains of hand
V77.2	Screening for malnutrition
271.8	Other specified disorders of carbohydrate transport and metabolism
674.03	Cerebrovascular disorders in the puerperium, antepartum condition or complication
736.39	Other acquired deformities of hip
624.2	Hypertrophy of clitoris
719.68	Other symptoms referable to joint, other specified sites
749.23	Cleft palate with cleft lip, bilateral, complete
764.94	Fetal growth retardation, unspecified, 1,000-1,249 grams
250.83	Diabetes with other specified manifestations, type I [juvenile type], uncontrolled
791.7	Other cells and casts in urine
446.1	Acute febrile mucocutaneous lymph node syndrome [MCLS]
388.9	Unspecified disorder of ear
939.0	Foreign body in bladder and urethra
678.00	Fetal hematologic conditions, unspecified as to episode of care or not applicable
V54.11	Aftercare for healing traumatic fracture of upper arm
389.06	Conductive hearing loss, bilateral
301.11	Chronic hypomanic personality disorder
746.84	Obstructive anomalies of heart, not elsewhere classified
174.3	Malignant neoplasm of lower-inner quadrant of female breast
996.89	Complications of other specified transplanted organ
728.4	Laxity of ligament
V54.15	Aftercare for healing traumatic fracture of upper leg
519.09	Other tracheostomy complications
E879.9	Unspecified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure
658.41	Infection of amniotic cavity, delivered, with or without mention of antepartum condition
V18.11	Family history of multiple endocrine neoplasia [MEN] syndrome
374.20	Lagophthalmos, unspecified
V54.29	Aftercare for healing pathologic fracture of other bone
V11.9	Personal history of unspecified mental disorder
821.10	Open fracture of unspecified part of femur
655.81	Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition
V17.89	Family history of other musculoskeletal diseases
425.3	Endocardial fibroelastosis
286.52	Acquired hemophilia
716.12	Traumatic arthropathy, upper arm
648.91	Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition
E920.9	Accidents caused by unspecified cutting and piercing instrument or object
143.9	Malignant neoplasm of gum, unspecified
290.8	Other specified senile psychotic conditions
743.62	Congenital deformities of eyelids
V59.9	Donors of unspecified organ or tissue
718.50	Ankylosis of joint, site unspecified
289.52	Splenic sequestration
V48.9	Unspecified problem with head, neck, or trunk
V84.03	Genetic susceptibility to malignant neoplasm of prostate
V42.3	Skin replaced by transplant
663.23	Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication
213.8	Benign neoplasm of short bones of lower limb
V86.0	Estrogen receptor positive status [ER+]
694.60	Benign mucous membrane pemphigoid without mention of ocular involvement
666.02	Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication
V54.12	Aftercare for healing traumatic fracture of lower arm
928.3	Crushing injury of toe(s)
692.79	Other dermatitis due to solar radiation
363.72	Hemorrhagic choroidal detachment
913.4	Insect bite, nonvenomous of elbow, forearm, and wrist, without mention of infection
814.07	Closed fracture of capitate bone [os magnum] of wrist
385.31	Cholesteatoma of attic
345.11	Generalized convulsive epilepsy, with intractable epilepsy
345.91	Epilepsy, unspecified, with intractable epilepsy
339.82	Headache associated with sexual activity
012.80	Other specified respiratory tuberculosis, unspecified
361.2	Serous retinal detachment
260	Kwashiorkor
805.05	Closed fracture of fifth cervical vertebra
562.13	Diverticulitis of colon with hemorrhage
375.55	Obstruction of nasolacrimal duct, neonatal
733.15	Pathologic fracture of other specified part of femur
642.20	Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable
094.1	General paresis
389.8	Other specified forms of hearing loss
164.1	Malignant neoplasm of heart
777.8	Other specified perinatal disorders of digestive system
365.74	Indeterminate stage glaucoma
444.1	Embolism and thrombosis of thoracic aorta
921.2	Contusion of orbital tissues
V09.1	Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics
854.10	Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness
V87.31	Contact with and (suspected) exposure to mold
V03.6	Need for prophylactic vaccination and inoculation against pertussis alone
846.9	Sprain of unspecified site of sacroiliac region
331.81	Reye's syndrome
674.32	Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication
V07.0	Need for isolation
V40.0	Mental and behavioral problems with learning
233.4	Carcinoma in situ of prostate
342.02	Flaccid hemiplegia and hemiparesis affecting nondominant side
803.10	Other closed skull fracture with cerebral laceration and contusion, unspecified state of consciousness
346.21	Variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus
959.13	Fracture of corpus cavernosum penis
593.72	Vesicoureteral reflux with reflux nephropathy, bilateral
675.90	Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable
660.20	Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable
327.36	Circadian rhythm sleep disorder, shift work type
378.85	Anomalies of divergence
E916	Struck accidentally by falling object
V65.8	Other reasons for seeking consultation
669.82	Other complications of labor and delivery, delivered, with mention of postpartum complication
881.02	Open wound of wrist, without mention of complication
235.6	Neoplasm of uncertain behavior of larynx
300.19	Other and unspecified factitious illness
863.45	Injury to rectum, without mention of open wound into cavity
757.31	Congenital ectodermal dysplasia
366.12	Incipient senile cataract
V15.85	Personal history of contact with and (suspected) exposure to potentially hazardous body fluids
380.31	Hematoma of auricle or pinna
313.82	Identity disorder of childhood or adolescence
871.2	Rupture of eye with partial loss of intraocular tissue
680.4	Carbuncle and furuncle of hand
680.8	Carbuncle and furuncle of other specified sites
V12.03	Personal history of malaria
443.22	Dissection of iliac artery
065.4	Mosquito-borne hemorrhagic fever
V26.34	Testing of male for genetic disease carrier status
764.17	"Light-for-dates" with signs of fetal malnutrition, 1,750-1,999 grams
665.11	Rupture of uterus during labor, delivered, with or without mention of antepartum condition
868.01	Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland
674.24	Disruption of perineal wound, postpartum condition or complication
616.9	Unspecified inflammatory disease of cervix, vagina, and vulva
720.1	Spinal enthesopathy
202.8	
V10.62	Personal history of myeloid leukemia
750.22	Accessory salivary gland
V71.02	Observation for childhood or adolescent antisocial behavior
955.3	Injury to radial nerve
307.53	Rumination disorder
747.9	Unspecified anomaly of circulatory system
726.65	Prepatellar bursitis
553.03	Femoral hernia without mention of obstruction or gangrene, bilateral,recurrent
872.61	Open wound of ear drum, without mention of complication
558.42	Eosinophilic colitis
669.60	Breech extraction, without mention of indication, unspecified as to episode of care or not applicable
788.34	Incontinence without sensory awareness
364.42	Rubeosis iridis
372.06	Acute chemical conjunctivitis
372.45	Recurrent pterygium
372.55	Conjunctival pigmentations
V54.17	Aftercare for healing traumatic fracture of vertebrae
296.61	Bipolar I disorder, most recent episode (or current) mixed, mild
236.1	Neoplasm of uncertain behavior of placenta
806.25	Closed fracture of T7-T12 level with unspecified spinal cord injury
998.01	Postoperative shock, cardiogenic
378.42	Exophoria
845.01	Sprain of deltoid (ligament), ankle
996.32	Mechanical complication due to intrauterine contraceptive device
374.43	Abnormal innervation syndrome of eyelid
094.9	Neurosyphilis, unspecified
833.09	Closed dislocation of wrist, other
378.52	Third or oculomotor nerve palsy, total
377.51	Disorders of optic chiasm associated with pituitary neoplasms and disorders
943.03	Burn of unspecified degree of upper arm
V47.3	Other digestive problems
405.01	Malignant renovascular hypertension
443.23	Dissection of renal artery
230.4	Carcinoma in situ of rectum
V76.46	Special screening for malignant neoplasms of ovary
825.22	Closed fracture of navicular [scaphoid], foot
653.43	Fetopelvic disproportion, antepartum condition or complication
379.59	Other irregularities of eye movements
742.2	Congenital reduction deformities of brain
V90.10	Retained metal fragments, unspecified
581.89	Nephrotic syndrome with other specified pathological lesion in kidney
958.7	Traumatic subcutaneous emphysema
950.0	Optic nerve injury
V72.61	Antibody response examination
V16.6	Family history of leukemia
189.8	Malignant neoplasm of other specified sites of urinary organs
364.76	Iridodialysis
664.81	Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition
772.10	Intraventricular hemorrhage unspecified grade
667.04	Retained placenta without hemorrhage, postpartum condition or complication
V71.9	Observation for unspecified suspected condition
902.41	Injury to renal artery
787.21	Dysphagia, oral phase
928.9	Crushing injury of unspecified site of lower limb
131.09	Other urogenital trichomoniasis
914.3	Blister of hand(s) except finger(s) alone, infected
292.85	Drug induced sleep disorders
310.9	Unspecified nonpsychotic mental disorder following organic brain damage
852.26	Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration
V58.68	Long term (current) use of bisphosphonates
581.81	Nephrotic syndrome in diseases classified elsewhere
250.81	Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled
719.05	Effusion of joint, pelvic region and thigh
713.2	Arthropathy associated with hematological disorders
755.69	Other anomalies of lower limb, including pelvic girdle
516.37	Desquamative interstitial pneumonia
372.11	Simple chronic conjunctivitis
422.91	Idiopathic myocarditis
841.8	Sprains and strains of other specified sites of elbow and forearm
903.2	Injury to radial blood vessels
364.72	Anterior synechiae of iris
V61.21	Counseling for victim of child abuse
735.2	Hallux rigidus
796.79	Other abnormal Papanicolaou smear of anus and anal HPV
704.42	Trichilemmal cyst
232.4	Carcinoma in situ of scalp and skin of neck
V80.3	Screening for ear diseases
531.91	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction
649.21	Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
904.9	Injury to blood vessels of unspecified site
656.41	Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition
V85.0	Body Mass Index less than 19, adult
268.1	Rickets, late effect
V02.3	Carrier or suspected carrier of other gastrointestinal pathogens
719.87	Other specified disorders of joint, ankle and foot
305.30	Hallucinogen abuse, unspecified
353.5	Neuralgic amyotrophy
274.89	Gout with other specified manifestations
959.14	Other injury of external genitals
995.52	Child neglect (nutritional)
928.10	Crushing injury of lower leg
221.1	Benign neoplasm of vagina
796.72	Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
918.2	Superficial injury of conjunctiva
912.4	Insect bite, nonvenomous of shoulder and upper arm, without mention of infection
529.9	Unspecified condition of the tongue
380.81	Exostosis of external ear canal
272.3	Hyperchylomicronemia
651.40	Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable
781.4	Transient paralysis of limb
583.0	Nephritis and nephropathy, not specified as acute or chronic, with lesion of proliferative glomerulonephritis
712.39	Chondrocalcinosis, unspecified, multiple sites
864.02	Injury to liver without mention of open wound into cavity, laceration, minor
V70.2	General psychiatric examination, other and unspecified
453.85	Acute venous embolism and thrombosis of subclavian veins
626.5	Ovulation bleeding
803.01	Other closed skull fracture without mention of intracranial injury, with no loss of consciousness
296.55	Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission
388.71	Otogenic pain
286.53	Antiphospholipid antibody with hemorrhagic disorder
675.03	Infections of nipple associated with childbirth, antepartum condition or complication
659.91	Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition
656.40	Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable
825.24	Closed fracture of cuneiform, foot
838.00	Closed dislocation of foot, unspecified
011.40	Tuberculous fibrosis of lung, unspecified
438.83	Other late effects of cerebrovascular disease, facial weakness
616.50	Ulceration of vulva, unspecified
366.52	Other after-cataract, not obscuring vision
375.30	Dacryocystitis, unspecified
874.4	Open wound of pharynx, without mention of complication
307.49	Other specific disorders of sleep of nonorganic origin
E816.4	Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar
219.0	Benign neoplasm of cervix uteri
906.0	Late effect of open wound of head, neck, and trunk
755.52	Congenital elevation of scapula
760.70	Unspecified noxious substance affecting fetus or newborn via placenta or breast milk
387.2	Cochlear otosclerosis
389.21	Mixed hearing loss, unilateral
041.6	Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site
366.09	Other and combined forms of nonsenile cataract
E947.8	Other drugs and medicinal substances causing adverse effects in therapeutic use
173.10	Unspecified malignant neoplasm of eyelid, including canthus
728.81	Interstitial myositis
656.11	Rhesus isoimmunization, delivered, with or without mention of antepartum condition
910.4	Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection
V41.5	Problems with smell and taste
718.35	Recurrent dislocation of joint, pelvic region and thigh
863.44	Injury to sigmoid colon, without mention of open wound into cavity
567.89	Other specified peritonitis
365.72	Moderate stage glaucoma
551.00	Femoral hernia with gangrene, unilateral or unspecified (not specified as recurrent)
V61.03	Family disruption due to divorce or legal separation
910.6	Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection
E819.1	Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle
296.01	Bipolar I disorder, single manic episode, mild
070.59	Other specified viral hepatitis without mention of hepatic coma
839.69	Closed dislocation, other location
E905.3	Sting of hornets, wasps, and bees causing poisoning and toxic reactions
989.82	Toxic effect of latex
323.61	Infectious acute disseminated encephalomyelitis (ADEM)
215.7	Other benign neoplasm of connective and other soft tissue of trunk, unspecified
E932.2	Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use
339.22	Chronic post-traumatic headache
V54.27	Aftercare for healing pathologic fracture of vertebrae
752.0	Anomalies of ovaries
V12.60	Personal history of unspecified disease of respiratory system
E931.3	Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
035	Erysipelas
308.2	Predominant psychomotor disturbance
824.9	Unspecified fracture of ankle, open
V79.1	Screening for alcoholism
895.1	Traumatic amputation of toe(s) (complete) (partial), complicated
727.49	Other ganglion and cyst of synovium, tendon, and bursa
277.85	Disorders of fatty acid oxidation
305.32	Hallucinogen abuse, episodic
624.01	Vulvar intraepithelial neoplasia I [VIN I]
362.05	Moderate nonproliferative diabetic retinopathy
008.46	Intestinal infection due to other anaerobes
277.9	Unspecified disorder of metabolism
362.04	Mild nonproliferative diabetic retinopathy
715.04	Osteoarthrosis, generalized, hand
364.05	Hypopyon
209.21	Malignant carcinoid tumor of the bronchus and lung
287.8	Other specified hemorrhagic conditions
277.2	Other disorders of purine and pyrimidine metabolism
V13.52	Personal history of stress fracture
835.01	Closed posterior dislocation of hip
327.25	Congenital central alveolar hypoventilation syndrome
526.1	Fissural cysts of jaw
301.89	Other personality disorders
853.06	Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration
344.40	Monoplegia of upper limb affecting unspecified side
